customer id, location id, item id,product class, quantity,uom,available from
scbn_3,AMES,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,AMES,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,AMES,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,AMES,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,AMES,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CHELMSFORD,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CHELMSFORD,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CHELMSFORD,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CHELMSFORD,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CHELMSFORD,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,COLUMBIA,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,COLUMBIA,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,COLUMBIA,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,COLUMBIA,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,COLUMBIA,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORDOVA,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORDOVA,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORDOVA,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORDOVA,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORDOVA,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORONA,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORONA,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORONA,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORONA,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CORONA,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CYNTHIANA,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CYNTHIANA,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CYNTHIANA,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CYNTHIANA,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,CYNTHIANA,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DEKALB,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DEKALB,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DEKALB,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DEKALB,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DEKALB,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DECATUR,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DECATUR,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DECATUR,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DECATUR,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,DECATUR,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,GUIN,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,GUIN,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,GUIN,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,GUIN,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,GUIN,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,HARTFORD CITY,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,HARTFORD CITY,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,HARTFORD CITY,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,HARTFORD CITY,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,HARTFORD CITY,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,INDIANAPOLIS,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,INDIANAPOLIS,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,INDIANAPOLIS,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,INDIANAPOLIS,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,INDIANAPOLIS,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,IRVINE,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,IRVINE,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,IRVINE,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,IRVINE,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,IRVINE,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,KNOXVILLE,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,KNOXVILLE,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,KNOXVILLE,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,KNOXVILLE,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,KNOXVILLE,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,LITTLE ROCK,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,LITTLE ROCK,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,LITTLE ROCK,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,LITTLE ROCK,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,LITTLE ROCK,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,MONROVIA,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,MONROVIA,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,MONROVIA,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,MONROVIA,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,MONROVIA,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NEWARK,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NEWARK,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NEWARK,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NEWARK,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NEWARK,9211,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NORTHRIDGE,8110S,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NORTHRIDGE,8210,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NORTHRIDGE,8511CN,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NORTHRIDGE,8514,NEW,0,UNIT,1900-01-01T00:00:00
scbn_3,NORTHRIDGE,9211,NEW,0,UNIT,1900-01-01T00:00:00
